No. de documento,Revisión,Título,Tipo,,Estatus,Archivo,Fecha del hito,Fecha prevista de envío,Creado por,Notas adicionales,Adherencia Metodologica,Area Emisora,Código División,Código/Nombre Alternativo,Emisor/Origen,Especialidad,Estatus de Revisión,Fase,Gerencia/API,Nro. de Contrato,Proveedor,Rendición,Tipo de Documento,WBS,Sustituir,PathdeArchivo,enviado,procesado,peso,fecha_inicio,fecha_termino,existe_doc,Version
4600017472-038-05283-INFGP-00019,0,INFORME SEMANAL No4_09/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87d1b0a8.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Con Anotaciones,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87d1b0a8.pdf,,,,,,,15
4600017472-038-05283-INFGP-00019,B,INFORME SEMANAL No4_09/05/2021,Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8c84b5c7.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c84b5c7.pdf,,,,,,,14
4600017472-038-05283-INFGP-00019,0,INFORME SEMANAL No4_09/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d33a761.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8d33a761.pdf,,,,,,,14
4600017472-038-05283-INFGP-00020,0,"INFORME MENSUAL, ABRIL",Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a0e4d.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a0e4d.pdf,,,,,,,14
4600017472-038-05283-INFGP-00021,0,INFORME DIARIO No 16_29/04/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a7e54.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a7e54.pdf,,,,,,,14
4600017472-038-05283-INFGP-00022,0,INFORME DIARIO No 17_30/04/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a7e73.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a7e73.pdf,,,,,,,14
4600017472-038-05283-INFGP-00023,0,INFORME DIARIO No 18_03/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a7e9d.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a7e9d.pdf,,,,,,,14
4600017472-038-05283-INFGP-00024,0,INFORME DIARIO No 19_04/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a7eaf.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a7eaf.pdf,,,,,,,14
4600017472-038-05283-INFGP-00025,0,INFORME DIARIO No 20_05/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a7ec3.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a7ec3.pdf,,,,,,,14
4600017472-038-05283-INFGP-00026,0,INFORME DIARIO No 21_06/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a8077.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a8077.pdf,,,,,,,14
4600017472-038-05283-INFGP-00027,0,INFORME DIARIO No 22_07/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a8091.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a8091.pdf,,,,,,,14
4600017472-038-05283-INFGP-00028,0,INFORME DIARIO No 23_10/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a80b8.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a80b8.pdf,,,,,,,14
4600017472-038-05283-INFGP-00029,0,INFORME DIARIO No 24_11/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a80f5.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a80f5.pdf,,,,,,,14
4600017472-038-05283-INFGP-00030,0,INFORME DIARIO No 25_12/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a8108.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a8108.pdf,,,,,,,14
4600017472-038-05283-INFGP-00031,0,INFORME DIARIO No 26_13/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a82b4.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a82b4.pdf,,,,,,,14
4600017472-038-05283-INFGP-00032,0,INFORME DIARIO No 27_14/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a82df.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a82df.pdf,,,,,,,14
4600017472-038-05283-INFGP-00033,0,INFORME DIARIO No 28_17/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c8a8304.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c8a8304.pdf,,,,,,,14
4600017472-038-05283-INFGP-00034,0,INFORME SEMANAL No5_16/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87945c16.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Copia Controlada,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87945c16.pdf,,,,,,,19
4600017472-038-05283-INFGP-00034,0,INFORME SEMANAL No5_16/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87d1b144.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Con Anotaciones,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87d1b144.pdf,,,,,,,15
4600017472-038-05283-INFGP-00034,B,INFORME SEMANAL No5_16/05/2021,Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8c989f61.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c989f61.pdf,,,,,,,14
4600017472-038-05283-INFGP-00034,0,INFORME SEMANAL No5_16/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d33a818.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8d33a818.pdf,,,,,,,14
4600017472-038-05283-INFGP-00035,0,INFORME SEMANAL No6_23/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87945c17.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Copia Controlada,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87945c17.pdf,,,,,,,19
4600017472-038-05283-INFGP-00035,0,INFORME SEMANAL No6_23/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87d1b244.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Con Anotaciones,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87d1b244.pdf,,,,,,,15
4600017472-038-05283-INFGP-00035,B,INFORME SEMANAL No6_23/05/2021,Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8c989f81.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c989f81.pdf,,,,,,,14
4600017472-038-05283-INFGP-00035,0,INFORME SEMANAL No6_23/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d33a951.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8d33a951.pdf,,,,,,,14
4600017472-038-05283-INFGP-00036,0,INFORME DIARIO No 29_18/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c9c5071.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c9c5071.pdf,,,,,,,14
4600017472-038-05283-INFGP-00037,0,INFORME DIARIO No 30_19/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8c9c5116.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8c9c5116.pdf,,,,,,,14
4600017472-038-05283-INFGP-00038,0,INFORME SEMANAL No7_30/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87945c18.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Copia Controlada,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87945c18.pdf,,,,,,,19
4600017472-038-05283-INFGP-00038,0,INFORME SEMANAL No7_30/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87d1b2e2.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Con Anotaciones,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87d1b2e2.pdf,,,,,,,15
4600017472-038-05283-INFGP-00038,B,INFORME SEMANAL No7_30/05/2021,Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8cbd2d72.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbd2d72.pdf,,,,,,,14
4600017472-038-05283-INFGP-00038,0,INFORME SEMANAL No7_30/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d33aae7.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8d33aae7.pdf,,,,,,,14
4600017472-038-05283-INFGP-00039,0,INFORME SEMANAL No8_06/06/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87945c19.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Copia Controlada,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87945c19.pdf,,,,,,,19
4600017472-038-05283-INFGP-00039,0,INFORME SEMANAL No8_06/06/2021,Documento Externo,PARA INFORMACION,Emitido para información,06024abd87d1b39a.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Con Anotaciones,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\06024abd87d1b39a.pdf,,,,,,,15
4600017472-038-05283-INFGP-00039,B,INFORME SEMANAL No8_06/06/2021,Documento Externo,PARA REVISION,Emitido para Revisión,09024abd8cbd2d78.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbd2d78.pdf,,,,,,,14
4600017472-038-05283-INFGP-00039,0,INFORME SEMANAL No8_06/06/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8d33abf1.pdf,,,dmadmin,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,SIN OBSERVACIONES,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8d33abf1.pdf,,,,,,,14
4600017472-038-05283-INFGP-00040,0,INFORME DIARIO No 31_20/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8cbe3541.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbe3541.pdf,,,,,,,14
4600017472-038-05283-INFGP-00041,0,INFORME DIARIO No 32_24/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8cbe3549.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbe3549.pdf,,,,,,,14
4600017472-038-05283-INFGP-00042,0,INFORME DIARIO No 33_25/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8cbe3559.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbe3559.pdf,,,,,,,14
4600017472-038-05283-INFGP-00043,0,INFORME DIARIO No 34_26/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8cbe356c.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbe356c.pdf,,,,,,,14
4600017472-038-05283-INFGP-00044,0,INFORME DIARIO No 35_27/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8cbe3587.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbe3587.pdf,,,,,,,14
4600017472-038-05283-INFGP-00045,0,INFORME DIARIO No 36_28/05/2021,Documento Externo,PARA INFORMACION,Emitido para información,09024abd8cbe37d9.pdf,,,Vásquez Contreras Tamara Gabriela,,N/A,EMPRESAS CONSTRUCCIÓN,,,05283 - PLANTA DE ÁCIDO SULFÚRICO,GP - GESTION DE PROYECTOS,FIRMADO,EJECUCION,Gerencia Proyectos Divisionales Andina,4600017472-038 - MIES - REEMPLAZO ESTANQUE ACIDO SULFURICO PMFC,N/A,Main Content,INFGP - INFORME,05283 - PLANTA DE ÁCIDO SULFÚRICO,,F:\GP - GESTION DE PROYECTOS\09024abd8cbe37d9.pdf,,,,,,,14
